Province,DateTime,Wind,Temp
ChangMai,2020-07-28 01:00 Local,10° @ 1,23.5
ChangMai,2020-07-28 04:00 Local,325° @ 2,23
ChangMai,2020-07-28 07:00 Local,280° @ 2,23
ChangMai,2020-07-28 10:00 Local,90° @ 1,23.5
ChangMai,2020-07-28 13:00 Local,30° @ 1,27
ChangMai,2020-07-28 16:00 Local,35° @ 3,27.2
ChangMai,2020-07-28 19:00 Local,310° @ 2,24.5
ChangMai,2020-07-28 22:00 Local,195° @ 1,23.7
ChangMai,2020-07-29 01:00 Local,225° @ 1,23.1
ChangMai,2020-07-29 04:00 Local,300° @ 0,22.4
ChangMai,2020-07-29 07:00 Local,45° @ 1,22.9
ChangMai,2020-07-29 10:00 Local,295° @ 2,24.8
ChangMai,2020-07-29 13:00 Local,235° @ 4,26.9
ChangMai,2020-07-29 16:00 Local,250° @ 5,29.8
ChangMai,2020-07-29 19:00 Local,170° @ 3,25.3
ChangMai,2020-07-29 22:00 Local,220° @ 2,23.3
ChangMai,2020-07-30 01:00 Local,210° @ 1,22.8
ChangMai,2020-07-30 04:00 Local,250° @ 2,21.9
ChangMai,2020-07-30 07:00 Local,270° @ 3,23.1
ChangMai,2020-07-30 10:00 Local,215° @ 2,29.3
ChangMai,2020-07-30 13:00 Local,240° @ 2,33.6
ChangMai,2020-07-30 16:00 Local,265° @ 8,31.7
ChangMai,2020-07-30 19:00 Local,240° @ 3,25.8
ChangMai,2020-07-30 22:00 Local,210° @ 2,24.1
ChangMai,2020-07-31 01:00 Local,265° @ 3,23
ChangMai,2020-07-31 04:00 Local,275° @ 2,22.2
ChangMai,2020-07-31 07:00 Local,310° @ 1,23.5
ChangMai,2020-07-31 10:00 Local,280° @ 3,29.9
ChangMai,2020-07-31 13:00 Local,200° @ 2,33.8
ChangMai,2020-07-31 16:00 Local,225° @ 5,32.7
ChangMai,2020-07-31 19:00 Local,255° @ 1,27.3
ChangMai,2020-07-31 22:00 Local,245° @ 2,24.9
ChangMai,2020-08-01 01:00 Local,260° @ 1,23.7
ChangMai,2020-08-01 04:00 Local,260° @ 2,23.2
ChangMai,2020-08-01 07:00 Local,170° @ 0,23.8
ChangMai,2020-08-01 10:00 Local,260° @ 3,29.7
ChangMai,2020-08-01 13:00 Local,195° @ 2,34.1
ChangMai,2020-08-01 16:00 Local,230° @ 7,32.8
ChangMai,2020-08-01 19:00 Local,215° @ 2,27.6
ChangMai,2020-08-01 22:00 Local,230° @ 3,25.6
ChangMai,2020-08-02 01:00 Local,230° @ 4,24.2
ChangMai,2020-08-02 04:00 Local,255° @ 4,23.2
ChangMai,2020-08-02 07:00 Local,300° @ 2,24.1
ChangMai,2020-08-02 10:00 Local,230° @ 2,26.1
ChangMai,2020-08-02 13:00 Local,225° @ 4,29.3
ChangMai,2020-08-02 16:00 Local,170° @ 6,27.2
ChangMai,2020-08-02 19:00 Local,135° @ 6,24.5
ChangMai,2020-08-02 22:00 Local,200° @ 4,23.9
ChangMai,2020-08-03 01:00 Local,165° @ 2,23.7
ChangMai,2020-08-03 04:00 Local,155° @ 2,23.2
ChangMai,2020-08-03 07:00 Local,145° @ 3,23.2
ChangMai,2020-08-03 10:00 Local,165° @ 3,23.2
ChangMai,2020-08-03 13:00 Local,170° @ 3,23.4
ChangMai,2020-08-03 16:00 Local,155° @ 5,23.7
ChangMai,2020-08-03 19:00 Local,165° @ 6,23.4
ChangMai,2020-08-03 22:00 Local,135° @ 4,23.2
ChangMai,2020-08-04 01:00 Local,170° @ 3,22.8
ChangMai,2020-08-04 04:00 Local,120° @ 2,22.7
ChangMai,2020-08-04 07:00 Local,170° @ 5,22.9
ChangMai,2020-08-04 10:00 Local,100° @ 3,23.4
ChangMai,2020-08-04 13:00 Local,160° @ 5,24.5
ChangMai,2020-08-04 16:00 Local,155° @ 4,26
ChangMai,2020-08-04 19:00 Local,145° @ 4,23.8
ChangMai,2020-08-04 22:00 Local,160° @ 3,23.4
ChangMai,2020-08-05 01:00 Local,155° @ 2,23.1
ChangMai,2020-08-05 04:00 Local,340° @ 0,23
ChangMai,2020-08-05 07:00 Local,215° @ 0,23.2
ChangMai,2020-08-05 10:00 Local,140° @ 2,23.7
ChangMai,2020-08-05 13:00 Local,220° @ 3,24.4
ChangMai,2020-08-05 16:00 Local,160° @ 4,26.4
ChangMai,2020-08-05 19:00 Local,215° @ 3,24.2
ChangMai,2020-08-05 22:00 Local,160° @ 2,23.6
ChangMai,2020-08-06 01:00 Local,180° @ 1,23
ChangMai,2020-08-06 04:00 Local,155° @ 1,22.6
ChangMai,2020-08-06 07:00 Local,190° @ 2,23.1
ChangMai,2020-08-06 10:00 Local,220° @ 3,25.4
ChangMai,2020-08-06 13:00 Local,190° @ 3,27.2
ChangMai,2020-08-06 16:00 Local,175° @ 3,27.4
ChangMai,2020-08-06 19:00 Local,225° @ 1,24.6
ChangMai,2020-08-06 22:00 Local,275° @ 2,23.8
ChangMai,2020-08-07 01:00 Local,195° @ 1,23.3
ChangMai,2020-08-07 04:00 Local,290° @ 2,22.9
ChangMai,2020-08-07 07:00 Local,180° @ 2,23.5
ChangMai,2020-08-07 10:00 Local,195° @ 2,26
ChangMai,2020-08-07 13:00 Local,40° @ 1,27.7
ChangMai,2020-08-07 16:00 Local,175° @ 3,28.1
ChangMai,2020-08-07 19:00 Local,180° @ 4,24.7
ChangMai,2020-08-07 22:00 Local,170° @ 2,23.8
ChangMai,2020-08-08 01:00 Local,200° @ 2,23
ChangMai,2020-08-08 04:00 Local,125° @ 2,22.7
ChangMai,2020-08-08 07:00 Local,195° @ 2,23.4
ChangMai,2020-08-08 10:00 Local,165° @ 3,27.3
ChangMai,2020-08-08 13:00 Local,195° @ 5,30.8
ChangMai,2020-08-08 16:00 Local,155° @ 5,30.6
ChangMai,2020-08-08 19:00 Local,195° @ 3,25.2
ChangMai,2020-08-08 22:00 Local,165° @ 3,23.5
ChangMai,2020-08-09 01:00 Local,235° @ 2,22.7
ChangMai,2020-08-09 04:00 Local,250° @ 1,22.2
ChangMai,2020-08-09 07:00 Local,225° @ 3,22.8
ChangMai,2020-08-09 10:00 Local,195° @ 2,28.1
ChangMai,2020-08-09 13:00 Local,225° @ 4,31.3
ChangMai,2020-08-09 16:00 Local,175° @ 3,31.2
ChangMai,2020-08-09 19:00 Local,200° @ 3,25.3
ChangMai,2020-08-09 22:00 Local,195° @ 3,23.6
ChangMai,2020-08-10 01:00 Local,210° @ 2,23
ChangMai,2020-08-10 04:00 Local,205° @ 2,22.5
ChangMai,2020-08-10 07:00 Local,210° @ 2,23.2
ChangMai,2020-08-10 10:00 Local,195° @ 3,27.7
ChangMai,2020-08-10 13:00 Local,185° @ 4,30.6
ChangMai,2020-08-10 16:00 Local,185° @ 6,30.1
ChangMai,2020-08-10 19:00 Local,185° @ 2,24.9
ChangMai,2020-08-10 22:00 Local,215° @ 3,23.4
ChangMai,2020-08-11 01:00 Local,200° @ 2,22.9
ChangMai,2020-08-11 04:00 Local,185° @ 1,22.3
ChangMai,2020-08-11 07:00 Local,195° @ 2,23.3
ChangMai,2020-08-11 10:00 Local,190° @ 5,27.4
ChangMai,2020-08-11 13:00 Local,200° @ 6,30.2
ChangMai,2020-08-11 16:00 Local,210° @ 6,29.5
ChangMai,2020-08-11 19:00 Local,195° @ 6,25.1
ChangMai,2020-08-11 22:00 Local,190° @ 4,23.7
ChangMai,2020-08-12 01:00 Local,220° @ 1,22.9
ChangMai,2020-08-12 04:00 Local,210° @ 0,22.4
ChangMai,2020-08-12 07:00 Local,290° @ 0,22.8
ChangMai,2020-08-12 10:00 Local,220° @ 1,27.3
ChangMai,2020-08-12 13:00 Local,200° @ 0,30.3
ChangMai,2020-08-12 16:00 Local,220° @ 3,29.5
ChangMai,2020-08-12 19:00 Local,165° @ 4,24.7
ChangMai,2020-08-12 22:00 Local,220° @ 2,23.8
ChangMai,2020-08-13 01:00 Local,155° @ 4,23.4
ChangMai,2020-08-13 04:00 Local,155° @ 5,22.7
ChangMai,2020-08-13 07:00 Local,140° @ 2,22.7
ChangMai,2020-08-13 10:00 Local,175° @ 2,26.8
ChangMai,2020-08-13 13:00 Local,170° @ 6,27.9
ChangMai,2020-08-13 16:00 Local,170° @ 5,27.7
ChangMai,2020-08-13 19:00 Local,170° @ 6,24.3
ChangMai,2020-08-13 22:00 Local,160° @ 3,23.5
ChangMai,2020-08-14 01:00 Local,225° @ 1,23.2
ChangMai,2020-08-14 04:00 Local,150° @ 2,22.9
ChangMai,2020-08-14 07:00 Local,190° @ 3,23.1
ChangMai,2020-08-14 10:00 Local,170° @ 7,25.6
ChangMai,2020-08-14 13:00 Local,185° @ 6,26.5
ChangMai,2020-08-14 16:00 Local,165° @ 5,23.9
ChangMai,2020-08-14 19:00 Local,175° @ 6,23.5
ChangMai,2020-08-14 22:00 Local,215° @ 3,22.8
ChangMai,2020-08-15 01:00 Local,155° @ 2,22.4
ChangMai,2020-08-15 04:00 Local,165° @ 2,22.1
ChangMai,2020-08-15 07:00 Local,180° @ 3,22.9
ChangMai,2020-08-15 10:00 Local,175° @ 6,25.4
ChangMai,2020-08-15 13:00 Local,175° @ 5,24.4
ChangMai,2020-08-15 16:00 Local,160° @ 2,23.7
ChangMai,2020-08-15 19:00 Local,195° @ 3,22.8
ChangMai,2020-08-15 22:00 Local,165° @ 3,21.9
ChangMai,2020-08-16 01:00 Local,175° @ 2,21.9
ChangMai,2020-08-16 04:00 Local,200° @ 1,21.7
ChangMai,2020-08-16 07:00 Local,230° @ 2,21.8
ChangMai,2020-08-16 10:00 Local,210° @ 2,22.7
ChangMai,2020-08-16 13:00 Local,240° @ 3,25.4
ChangMai,2020-08-16 16:00 Local,175° @ 4,26.8
ChangMai,2020-08-16 19:00 Local,195° @ 3,23.5
ChangMai,2020-08-16 22:00 Local,195° @ 2,22.6
ChangMai,2020-08-17 01:00 Local,185° @ 2,22.2
ChangMai,2020-08-17 04:00 Local,215° @ 1,21.4
ChangMai,2020-08-17 07:00 Local,255° @ 2,22.1
ChangMai,2020-08-17 10:00 Local,185° @ 3,26.5
ChangMai,2020-08-17 13:00 Local,240° @ 4,25.6
ChangMai,2020-08-17 16:00 Local,45° @ 3,24
ChangMai,2020-08-17 19:00 Local,275° @ 1,22.4
ChangMai,2020-08-17 22:00 Local,105° @ 0,21.9
ChangMai,2020-08-18 01:00 Local,5° @ 1,21.3
ChangMai,2020-08-18 04:00 Local,315° @ 1,20.8
ChangMai,2020-08-18 07:00 Local,255° @ 2,21.4
ChangMai,2020-08-18 10:00 Local,130° @ 0,22.1
ChangMai,2020-08-18 13:00 Local,315° @ 2,22.7
ChangMai,2020-08-18 16:00 Local,150° @ 2,22.9
ChangMai,2020-08-18 19:00 Local,325° @ 1,21.9
ChangMai,2020-08-18 22:00 Local,320° @ 1,21.6
ChangMai,2020-08-19 01:00 Local,190° @ 1,21.2
ChangMai,2020-08-19 04:00 Local,240° @ 2,21
ChangMai,2020-08-19 07:00 Local,230° @ 3,21
ChangMai,2020-08-19 10:00 Local,205° @ 2,22.3
ChangMai,2020-08-19 13:00 Local,130° @ 1,23.3
ChangMai,2020-08-19 16:00 Local,5° @ 1,25.7
ChangMai,2020-08-19 19:00 Local,305° @ 3,23.1
ChangMai,2020-08-19 22:00 Local,280° @ 2,22.2
ChangMai,2020-08-20 01:00 Local,230° @ 1,21.4
ChangMai,2020-08-20 04:00 Local,250° @ 1,20.9
ChangMai,2020-08-20 07:00 Local,290° @ 2,21.8
ChangMai,2020-08-20 10:00 Local,245° @ 1,22.8
ChangMai,2020-08-20 13:00 Local,230° @ 1,25.6
ChangMai,2020-08-20 16:00 Local,175° @ 3,26.1
ChangMai,2020-08-20 19:00 Local,20° @ 1,23.1
ChangMai,2020-08-20 22:00 Local,355° @ 3,22.2
ChangMai,2020-08-21 01:00 Local,220° @ 1,21.7
ChangMai,2020-08-21 04:00 Local,225° @ 1,21.7
ChangMai,2020-08-21 07:00 Local,200° @ 3,21.9
ChangMai,2020-08-21 10:00 Local,210° @ 3,22.4
ChangMai,2020-08-21 13:00 Local,185° @ 5,25.8
ChangMai,2020-08-21 16:00 Local,165° @ 5,26.4
ChangMai,2020-08-21 19:00 Local,60° @ 1,23.8
ChangMai,2020-08-21 22:00 Local,170° @ 2,22.5
ChangMai,2020-08-22 01:00 Local,65° @ 0,22.2
ChangMai,2020-08-22 04:00 Local,315° @ 1,22.1
ChangMai,2020-08-22 07:00 Local,5° @ 5,22.7
ChangMai,2020-08-22 10:00 Local,10° @ 6,27.3
ChangMai,2020-08-22 13:00 Local,135° @ 2,27.7
ChangMai,2020-08-22 16:00 Local,230° @ 3,27.5
ChangMai,2020-08-22 19:00 Local,165° @ 4,24
ChangMai,2020-08-22 22:00 Local,195° @ 3,23
ChangMai,2020-08-23 01:00 Local,165° @ 2,22.3
ChangMai,2020-08-23 04:00 Local,135° @ 1,22.1
ChangMai,2020-08-23 07:00 Local,90° @ 3,22.9
ChangMai,2020-08-23 10:00 Local,190° @ 1,25.4
ChangMai,2020-08-23 13:00 Local,205° @ 6,27.4
ChangMai,2020-08-23 16:00 Local,215° @ 3,27.1
ChangMai,2020-08-23 19:00 Local,195° @ 6,24
ChangMai,2020-08-23 22:00 Local,195° @ 3,22.8
ChangMai,2020-08-24 01:00 Local,205° @ 3,22.2
ChangMai,2020-08-24 04:00 Local,170° @ 2,21.9
ChangMai,2020-08-24 07:00 Local,185° @ 4,22
ChangMai,2020-08-24 10:00 Local,155° @ 4,23.9
ChangMai,2020-08-24 13:00 Local,210° @ 5,25
ChangMai,2020-08-24 16:00 Local,180° @ 6,25.3
ChangMai,2020-08-24 19:00 Local,215° @ 4,23
ChangMai,2020-08-24 22:00 Local,170° @ 2,22.5
ChangMai,2020-08-25 01:00 Local,220° @ 1,22.1
ChangMai,2020-08-25 04:00 Local,220° @ 2,21.7
ChangMai,2020-08-25 07:00 Local,230° @ 3,21.9
ChangMai,2020-08-25 10:00 Local,180° @ 2,25.7
ChangMai,2020-08-25 13:00 Local,235° @ 2,26.7
ChangMai,2020-08-25 16:00 Local,340° @ 3,24.7
ChangMai,2020-08-25 19:00 Local,245° @ 2,22.7
ChangMai,2020-08-25 22:00 Local,290° @ 1,22.4
ChangMai,2020-08-26 01:00 Local,310° @ 0,21.9
ChangMai,2020-08-26 04:00 Local,350° @ 1,21.8
ChangMai,2020-08-26 07:00 Local,300° @ 1,21.9
