Province,DateTime,Wind,Temp
Rayong,2020-08-02 13:00 Local,240° @ 43,27.3
Rayong,2020-08-02 16:00 Local,255° @ 47,27
Rayong,2020-08-02 19:00 Local,240° @ 28,27.9
Rayong,2020-08-02 22:00 Local,245° @ 37,27.7
Rayong,2020-08-03 01:00 Local,240° @ 42,27.8
Rayong,2020-08-03 04:00 Local,245° @ 45,27.8
Rayong,2020-08-03 07:00 Local,235° @ 36,28
Rayong,2020-08-03 10:00 Local,240° @ 44,28.9
Rayong,2020-08-03 13:00 Local,235° @ 38,28.8
Rayong,2020-08-03 16:00 Local,235° @ 33,28.9
Rayong,2020-08-03 19:00 Local,230° @ 28,28.2
Rayong,2020-08-03 22:00 Local,230° @ 28,28.4
Rayong,2020-08-04 01:00 Local,230° @ 32,28.1
Rayong,2020-08-04 04:00 Local,230° @ 32,28
Rayong,2020-08-04 07:00 Local,225° @ 32,27.6
Rayong,2020-08-04 10:00 Local,230° @ 28,29
Rayong,2020-08-04 13:00 Local,200° @ 19,28.3
Rayong,2020-08-04 16:00 Local,210° @ 29,28.3
Rayong,2020-08-04 19:00 Local,215° @ 31,27.6
Rayong,2020-08-04 22:00 Local,225° @ 30,27.4
Rayong,2020-08-05 01:00 Local,230° @ 28,26.9
Rayong,2020-08-05 04:00 Local,240° @ 29,26.4
Rayong,2020-08-05 07:00 Local,230° @ 22,27.2
Rayong,2020-08-05 10:00 Local,245° @ 26,28.2
Rayong,2020-08-05 13:00 Local,245° @ 18,28.8
Rayong,2020-08-05 16:00 Local,250° @ 17,28.5
Rayong,2020-08-05 19:00 Local,240° @ 15,28.2
Rayong,2020-08-05 22:00 Local,240° @ 14,28.1
Rayong,2020-08-06 01:00 Local,250° @ 17,27.6
Rayong,2020-08-06 04:00 Local,260° @ 19,27.5
Rayong,2020-08-06 07:00 Local,260° @ 16,27.9
Rayong,2020-08-06 10:00 Local,250° @ 19,28.9
Rayong,2020-08-06 13:00 Local,255° @ 21,28.7
Rayong,2020-08-06 16:00 Local,255° @ 18,28.7
Rayong,2020-08-06 19:00 Local,235° @ 15,28.2
Rayong,2020-08-06 22:00 Local,255° @ 14,28
Rayong,2020-08-07 01:00 Local,260° @ 12,26.6
Rayong,2020-08-07 04:00 Local,195° @ 6,26
Rayong,2020-08-07 07:00 Local,100° @ 9,25.9
Rayong,2020-08-07 10:00 Local,135° @ 15,25.8
Rayong,2020-08-07 13:00 Local,255° @ 9,26.8
Rayong,2020-08-07 16:00 Local,200° @ 10,27.5
Rayong,2020-08-07 19:00 Local,185° @ 15,27.2
Rayong,2020-08-07 22:00 Local,210° @ 11,27.5
Rayong,2020-08-08 01:00 Local,240° @ 14,27.4
Rayong,2020-08-08 04:00 Local,235° @ 18,27.2
Rayong,2020-08-08 07:00 Local,220° @ 12,27.6
Rayong,2020-08-08 10:00 Local,235° @ 19,29
Rayong,2020-08-08 13:00 Local,235° @ 21,28.7
Rayong,2020-08-08 16:00 Local,230° @ 20,28.4
Rayong,2020-08-08 19:00 Local,190° @ 12,27.7
Rayong,2020-08-08 22:00 Local,200° @ 15,27.8
Rayong,2020-08-09 01:00 Local,220° @ 18,27.6
